date,views,likes,comments
2019-03-21,98038,3200,273
2019-03-21,18978,182,7
2019-03-20,53731,1000,46
2019-03-20,27521,886,75
2019-03-20,294598,5900,1152
2019-03-19,94149,2300,256
2019-03-15,126146,3700,240
2019-03-14,41516,967,94
2019-03-13,99997,2400,191
2019-03-12,37366,865,440
2019-03-11,391575,12000,2659
2019-03-08,60660,1600,263
2019-03-07,74274,1300,130
2019-03-06,418132,17000,1814
2019-03-05,34644,885,93
2019-03-04,63431,1300,237
2019-03-02,121761,3600,294
2019-02-28,164786,5400,325
2019-02-27,54665,2100,199
2019-02-27,136710,3400,325
2019-02-25,93484,2100,137
2019-02-22,50556,1200,154
2019-02-22,62532,1100,90
2019-02-20,37315,926,62
2019-02-19,82036,1900,128
2019-02-15,97800,2200,238
2019-02-14,71227,2100,139
2019-02-13,2217337,61000,8386
2019-02-13,166376,3800,459
2019-02-12,47868,998,364
2019-02-12,279096,5700,590
2019-02-11,105163,2600,119
2019-02-09,146062,1900,78
2019-02-09,316105,4800,163
2019-02-09,309638,5000,98
2019-02-09,587061,9500,178
2019-02-09,126323,1400,30
2019-02-09,127535,1500,62
2019-02-09,275170,3100,187
2019-02-09,507719,10000,248
2019-02-08,107978,5200,262
2019-02-07,449944,15000,501
2019-02-06,63320,2000,124
2019-02-06,90200,2600,306
2019-02-05,98207,3700,191
2019-02-04,516969,10000,914
2019-02-01,1963384,44000,2678
2019-02-01,64278,1300,156
2019-01-31,69199,1200,304
2019-01-30,90219,3400,850
2019-01-29,126076,2000,98
2019-01-28,70693,2300,165
2019-01-25,112751,3200,155
2019-01-25,50912,1100,68
2019-01-24,7095129,265000,7696
2019-01-23,148216,2200,116
2019-01-23,94318,2100,252
2019-01-18,46042,981,157
2019-01-18,106374,2900,249
2019-01-16,52102,1300,65
2019-01-15,44495,896,275
2019-01-14,102560,3400,194
2019-01-11,158067,3300,786
2019-01-11,82992,1400,153
2019-01-09,317819,8900,278
2019-01-08,1397585,37000,1267
2019-01-07,100268,1700,115
2019-01-04,145188,3500,412
2019-01-03,47115,1200,77
2019-01-02,253859,5600,446
2018-12-28,224660,3900,241
2018-12-22,143894,2800,104
2018-12-20,68001,1300,501
2018-12-19,285822,10000,1331
2018-12-19,100791,1900,119
2018-12-18,113102,3000,539
2018-12-17,183990,5700,716
2018-12-14,69527,1900,89
2018-12-13,77068,1600,238
2018-12-13,189500,6200,580
2018-12-11,169976,2900,254
2018-12-11,281782,5800,292
2018-12-10,127734,2800,149
2018-12-07,312004,10000,677
2018-12-06,57048,1300,297
2018-12-05,69961,1900,277
2018-12-04,104336,2300,138
2018-12-03,126650,4500,324
2018-11-30,197301,3600,263
2018-11-29,96833,2100,193
2018-11-29,64438,1500,115
2018-11-28,198522,6400,286
2018-11-27,103848,3000,289
2018-11-27,73963,1900,120
2018-11-27,51421,1200,339
2018-11-24,617999,10000,417
2018-11-21,123397,3400,223
2018-11-21,2440217,33000,9234
2018-11-20,42082,1000,86
2018-11-19,67045,1700,164
2018-11-19,73259,2300,203
2018-11-17,886151,18000,3476
2018-11-15,55432,989,151
2018-11-15,139490,2900,426
2018-11-14,83581,1900,144
2018-11-14,109645,3400,689
2018-11-12,54705,1000,75
2018-11-09,141983,4900,254
2018-11-09,121878,2900,192
2018-11-07,102649,2200,156
2018-11-07,39022,1000,120
2018-11-06,113950,2600,314
2018-11-05,46053,1400,90
2018-11-03,326443,6700,144
2018-11-03,156485,2600,70
2018-11-03,209568,4100,182
2018-11-03,167714,3000,82
2018-11-03,286339,4800,237
2018-11-03,525247,16000,703
2018-11-03,160355,3100,80
2018-11-03,164767,2600,91
2018-11-02,93139,1100,135
2018-11-01,128647,1900,228
2018-11-01,44793,895,133
2018-10-31,173419,4300,68
2018-10-30,49094,1100,125
2018-10-29,8843345,150000,7883
2018-10-27,96021,2600,191
2018-10-26,38367,707,53
2018-10-25,158950,1900,311
2018-10-25,72916,2200,358
2018-10-24,234362,4100,212
2018-10-24,79897,1900,1280
2018-10-23,40378,939,127
2018-10-22,875247,21000,631
2018-10-19,72654,1200,198
2018-10-19,26811,639,69
2018-10-18,45610,814,71
2018-10-17,147435,4200,629
2018-10-16,36008,582,128
2018-10-15,150771,3800,108
2018-10-12,75418,2600,89
2018-10-12,37880,805,44
2018-10-11,70089,1500,228
2018-10-11,152340,3100,188
2018-10-10,74258,1500,86
2018-10-10,35812,862,41
2018-10-09,228076,5200,241
2018-10-09,290683,6400,304
2018-10-09,20099,456,65
2018-10-05,879522,14000,260
2018-10-05,106218,2000,440
2018-10-04,100437,3700,346
2018-10-03,237342,4600,431
2018-10-03,48068,946,80
2018-10-02,60410,1300,255
2018-10-02,45005,1200,76
2018-10-01,147305,4700,462
2018-09-28,98986,2100,117
2018-09-27,64317,1500,176
2018-09-26,46065,1000,89
2018-09-25,124501,2700,516
2018-09-24,69431,1400,70
2018-09-22,151164,3300,281
2018-09-21,67180,2400,397
2018-09-21,184963,7700,201
2018-09-20,200981,5500,557
2018-09-20,164949,3500,752
2018-09-18,653105,19000,3866
2018-09-17,40935,978,44
2018-09-15,357471,7100,317
2018-09-15,363739,5600,456
2018-09-15,197776,3700,350
2018-09-15,120224,2900,214
2018-09-15,77210,1200,95
2018-09-15,802465,19000,1344
2018-09-14,102944,1800,86
2018-09-13,302673,4400,1078
2018-09-12,170591,3900,619
2018-09-11,54419,1200,240
2018-09-10,96828,3500,213
2018-08-31,89569,1500,55
2018-08-31,135373,3100,278
2018-08-30,67023,1800,112
2018-08-29,64759,1900,183
2018-08-29,318979,8500,295
2018-08-28,46568,1000,533
2018-08-28,105053,2300,222
2018-08-27,824693,22000,1849
2018-08-24,287911,9200,731
2018-08-23,1594375,60000,1426
2018-08-22,89023,2400,372
2018-08-22,354200,8100,950
2018-08-21,70424,1500,117
2018-08-21,50342,1000,73
2018-08-20,95959,2000,161
2018-08-17,54830,1500,123
2018-08-16,4067292,54000,11474
2018-08-15,87709,2000,184
2018-08-15,162017,3100,186
2018-08-14,110269,2400,137
2018-08-13,98564,3500,295
2018-08-12,94683,3600,236
2018-08-11,233882,6000,1043
2018-08-09,102385,2500,199
2018-08-08,69443,2400,221
2018-08-08,67124,1800,126
2018-08-08,38147,830,168
2018-08-06,125362,3200,409
2018-07-28,235782,6900,435
2018-07-27,497260,9900,2854
2018-07-25,1200772,22000,2020
2018-07-25,58991,2100,118
2018-07-25,105581,2900,217
2018-07-23,100437,3100,223
2018-07-21,103372,2000,247
2018-07-20,1168356,21000,9982
2018-07-20,6210691,80000,9444
2018-07-19,88601,2100,95
2018-07-18,80828,2300,182
2018-07-16,145596,4200,192
2018-07-14,721806,19000,372
2018-07-13,5079422,210000,27439
2018-07-13,62740,1300,173
2018-07-12,200538,3900,166
2018-07-11,55853,1700,229
2018-07-10,132211,2400,284
2018-07-09,2016954,44000,3107
2018-07-07,376974,10000,2204
2018-07-06,45448,1400,387
2018-07-06,173352,4400,210
2018-07-05,111703,2600,217
2018-07-04,167805,4600,336
2018-07-03,258478,5600,457
2018-07-03,1327492,21000,587
2018-07-02,101585,2500,125
2018-06-29,89117,2600,642
2018-06-28,65759,2700,158
2018-06-27,70881,1300,319
2018-06-27,272330,8600,1441
2018-06-26,44214,1200,144
2018-06-25,67651,1900,135
2018-06-23,461663,22000,1639
2018-06-22,60271,1400,137
2018-06-21,49769,1200,69
2018-06-20,605202,19000,1682
2018-06-19,243284,10000,472
2018-06-18,63174,1100,68
2018-06-15,69933,1800,140
2018-06-15,76071,1700,131
2018-06-14,334906,4700,125
2018-06-13,227511,7900,411
2018-06-13,61570,1700,169
2018-06-12,65386,1800,172
2018-06-11,251993,6700,235
2018-06-09,83036,2100,182
2018-06-08,677037,18000,1913
2018-06-08,40749,1000,392
2018-06-07,42201,907,224
2018-06-06,47404,1200,234
2018-06-05,38690,825,77
2018-06-05,416744,14000,860
2018-06-04,1068929,38000,2140
2018-06-03,137006,2400,467
2018-06-01,107357,3400,1370
2018-05-31,160640,2900,134
2018-05-30,51355,1000,126
2018-05-30,27970,551,134
2018-05-29,126828,2600,842
2018-05-25,560555,9800,291
2018-05-25,1406172,41000,2659
2018-05-24,42002,864,59
2018-05-23,48200,787,585
2018-05-23,76633,2500,385
2018-05-22,107025,2800,151
2018-05-21,1326514,36000,3455
2018-05-18,274172,9100,530
2018-05-18,28848,565,89
2018-05-18,65518,2300,175
2018-05-17,27257,512,31
2018-05-16,190291,7600,788
2018-05-16,29332,904,93
2018-05-15,74749,1600,159
2018-05-14,1584747,33000,3560
2018-05-11,64456,1100,391
2018-05-11,190666,4900,303
2018-05-10,93268,1700,184
2018-05-09,3062803,132000,3445
2018-05-09,102881,2100,297
2018-05-08,122641,3500,265
2018-05-07,44086,1200,267
2018-05-04,104657,2800,364
2018-05-03,380671,13000,928
2018-05-03,21521,669,47
2018-05-02,8901237,202000,5573
2018-05-01,61100,1900,172
2018-04-30,152051,4800,466
2018-04-27,53588,1200,140
2018-04-27,67834,1600,460
2018-04-26,112282,1800,83
2018-04-25,55015,1200,121
2018-04-25,64047,1700,98
2018-04-25,59426,1200,113
2018-04-24,111255,1300,97
2018-04-24,107289,4200,783
2018-04-23,32558,697,166
2018-04-20,1698601,55000,6283
2018-04-20,49434,1700,159
2018-04-19,48260,1000,75
2018-04-19,61603,1500,112
2018-04-19,65603,1700,290
2018-04-18,301160,5400,318
2018-04-17,88275,2500,416
2018-04-17,44123,829,112
2018-04-16,80321,1300,51
2018-04-14,36324,1000,87
2018-04-13,40101,748,54
2018-04-13,73466,1300,313
2018-04-12,26018,713,51
2018-04-11,52596,1200,86
2018-04-11,133596,3500,587
2018-04-10,252368,4500,258
2018-04-09,160227,4100,351
2018-04-06,174080,2700,226
2018-04-05,156404,2700,345
2018-04-04,129071,3000,279
2018-04-04,151052,3900,916
2018-04-03,27224,611,88
2018-04-02,87798,2400,108
2018-03-30,57961,1000,419
2018-03-30,55235,1200,92
2018-03-29,63233,1000,161
2018-03-28,159112,4100,143
2018-03-28,180164,3900,225
2018-03-27,45382,850,137
2018-03-26,97072,2500,104
2018-03-23,177805,5900,184
2018-03-23,31707,534,53
2018-03-23,64994,1500,88
2018-03-22,32896,718,39
2018-03-21,7854103,275000,6884
2018-03-20,391571,12000,383
2018-03-19,83240,1600,109
2018-03-16,139245,2800,108
2018-03-16,32157,805,345
2018-03-15,90496,1400,134
2018-03-15,71178,2600,202
2018-03-14,55998,1300,262
2018-03-13,481670,11000,348
2018-03-12,76912,1200,227
2018-03-09,142201,3100,126
2018-03-09,188394,3300,104
2018-03-08,25124,841,170
2018-03-08,86335,3400,172
2018-03-07,134967,4500,358
2018-03-07,70961,1500,443
2018-03-06,71822,1500,79
2018-03-05,163928,4400,235
2018-03-05,15340,103,3
2018-03-04,49436,774,107
2018-03-03,68747,1800,141
2018-03-02,59336,1400,120
2018-03-01,36221,614,137
2018-02-28,1404529,25000,1800
2018-02-28,226123,5400,169
2018-02-27,8512446,317000,34153
2018-02-27,92478,4300,408
2018-02-26,59832,1500,138
2018-02-24,123721,2300,183
2018-02-23,40058,1400,316
2018-02-22,1986111,33000,9359
2018-02-22,36547,883,38
2018-02-20,1061497,24000,444
2018-02-20,72392,1800,149
2018-02-20,246135,4000,328
2018-02-17,88622,1800,116
2018-02-16,703216,16000,1363
2018-02-16,104052,2300,202
2018-02-15,58050,719,51
2018-02-14,46602,1000,136
2018-02-13,59441,1500,120
2018-02-12,271936,8200,289
2018-02-11,38002,748,48
2018-02-09,43965,891,242
2018-02-09,67680,1500,110
2018-02-08,67894,937,34
2018-02-07,47844,1300,77
2018-02-07,982042,32000,1628
2018-02-07,33250,964,150
2018-02-06,345319,5800,200
2018-02-05,51109,1300,107
2018-02-04,37149,1200,82
2018-02-02,72345,2200,109
2018-02-02,52294,935,83
2018-02-01,64821,1800,205
2018-01-31,155493,3300,119
2018-01-31,253187,6000,180
2018-01-30,301297,4800,507
2018-01-29,40966,847,76
2018-01-26,69190,1100,91
2018-01-26,319189,5000,472
2018-01-25,103729,1900,282
2018-01-25,117098,2400,232
2018-01-24,84277,2000,135
2018-01-23,1714385,38000,1695
2018-01-22,63204,2000,99
2018-01-20,161900,5000,273
2018-01-19,71778,3000,223
2018-01-19,741629,27000,999
2018-01-18,91828,2500,322
2018-01-17,37960,988,90
2018-01-16,67957,1400,99
2018-01-15,40534,751,42
2018-01-12,110966,1500,154
2018-01-11,108598,2800,226
2018-01-10,84679,1800,127
2018-01-09,86446,2100,220
2018-01-08,240304,5800,244
2018-01-05,102046,1800,101
2018-01-04,1511657,29000,1361
2018-01-03,3147005,184000,10844
2018-01-03,150076,3200,346
2018-01-02,3410250,133000,2262
2018-01-01,50107,1400,219
2017-12-21,246863,4000,384
2017-12-20,77417,1700,56
2017-12-19,112007,2400,203
2017-12-18,131679,4100,216
2017-12-15,449565,11000,409
2017-12-14,44021,897,70
2017-12-13,124929,2500,151
2017-12-13,95675,2200,187
2017-12-12,769822,18000,756
2017-12-12,67424,1100,70
2017-12-09,88751,1700,219
2017-12-08,60344,1200,82
2017-12-08,2302962,141000,23694
2017-12-07,79052,2100,165
2017-12-06,60145,1200,145
2017-12-06,69834,2100,202
2017-12-06,261546,11000,2316
2017-12-04,112834,2400,236
2017-12-01,69865,1900,224
2017-12-01,101383,1900,139
2017-11-30,164108,3500,368
2017-11-29,184797,4400,432
2017-11-29,76574,2200,420
2017-11-29,37029,1000,94
2017-11-27,91644,1900,206
2017-11-25,973126,21000,585
2017-11-22,93755,2200,303
2017-11-22,68611,1200,234
2017-11-21,251536,4900,1413
2017-11-20,104790,1600,78
2017-11-17,689289,20000,1720
2017-11-17,57225,1200,93
2017-11-16,1569901,23000,4021
2017-11-15,156891,1500,674
2017-11-15,86987,2200,130
2017-11-14,97187,4000,587
2017-11-14,133678,3100,99
2017-11-13,189375,2800,252
2017-11-10,69396,965,218
2017-11-10,178860,4900,606
2017-11-09,38189,1200,84
2017-11-08,110219,2100,326
2017-11-07,80112,2800,193
2017-11-07,166094,3800,1000
2017-11-06,2590961,21000,4172
2017-11-06,160748,3300,104
2017-11-03,167179,3800,181
2017-11-02,193450,3900,157
2017-11-01,2993204,98000,4249
2017-10-31,103727,2700,374
2017-10-30,123745,2100,409
2017-10-27,307412,7800,420
2017-10-27,243362,3800,1086
2017-10-26,210510,5100,342
2017-10-25,138434,4300,138
2017-10-25,545040,18000,1237
2017-10-24,51234,1000,113
2017-10-23,455164,7100,372
2017-10-20,2820040,68000,2620
2017-10-19,195414,2500,316
2017-10-17,61282,1800,121
2017-10-16,92920,1400,141
2017-10-13,96834,1300,326
2017-10-12,103538,2200,150
2017-10-11,146809,2500,76
2017-10-10,177696,4300,622
2017-10-09,2044162,53000,13035
2017-10-06,107567,2000,106
2017-10-05,58720,1300,98
2017-10-04,76663,1200,230
2017-10-03,64225,1300,332
2017-10-02,65286,1400,100
2017-09-29,42874,475,83
2017-09-29,257158,5500,298
2017-09-28,140688,2200,344
2017-09-27,71675,2000,156
2017-09-27,182514,2500,141
2017-09-26,5152060,119000,2771
2017-09-25,88512,2200,442
2017-09-22,86655,2000,181
2017-09-21,109641,2500,195
2017-09-20,114857,1900,214
2017-09-19,119754,3700,155
2017-09-18,147063,2900,563
2017-09-15,114912,2300,266
2017-09-15,76999,1400,99
2017-09-14,99289,2100,309
2017-09-13,186937,3500,291
2017-09-13,116820,3900,231
2017-09-12,39117,1100,83
2017-09-12,51722,1200,677
2017-09-11,44632,1300,79
2017-09-10,235440,4100,172
2017-09-09,146635,3000,541
2017-09-09,144464,2800,114
2017-09-09,86492,1800,286
2017-09-07,187209,4600,585
2017-09-06,1203271,27000,685
2017-09-05,89927,2500,114
2017-09-04,417552,7300,408
2017-09-01,112306,4400,353
2017-08-31,1793019,41000,1490
2017-08-31,292463,13000,619
2017-08-30,48694,2000,145
2017-08-29,540671,13000,535
2017-08-28,97826,2000,94
2017-08-24,137262,2600,137
2017-08-24,60314,1500,229
2017-08-23,202571,3900,492
2017-08-22,442052,10000,475
2017-08-21,181414,3000,201
2017-08-18,1026929,27000,844
2017-08-17,51422,834,14
2017-08-16,198338,4500,307
2017-08-15,171849,4700,261
2017-08-14,3148715,55000,3309
2017-08-11,80565,1500,102
2017-08-10,737919,13000,1234
2017-08-09,137889,1800,135
2017-08-08,83330,2300,178
2017-08-07,710646,17000,1914
2017-08-04,82392,1300,155
2017-08-03,75776,1200,114
2017-08-03,190675,3400,111
2017-08-01,679770,18000,571
2017-07-31,63681,1300,284
2017-07-28,797314,20000,882
2017-07-28,73609,1400,82
2017-07-27,92858,2400,223
2017-07-26,231140,5600,318
2017-07-25,87571,2400,209
2017-07-25,155202,5800,215
2017-07-24,86059,2500,480
2017-07-21,127723,2500,418
2017-07-20,128174,1800,77
2017-07-19,105560,2600,205
2017-07-18,9520261,205000,15896
2017-07-18,71408,1800,175
2017-07-18,789050,8600,230
2017-07-18,97667,3300,339
2017-07-17,575017,10000,480
2017-07-14,3387601,113000,1471
2017-07-13,576774,11000,316
2017-07-13,347799,4800,238
2017-07-12,59865,1200,117
2017-07-11,244104,6200,509
2017-07-10,178783,3600,246
2017-06-23,398633,6600,279
2017-06-23,435377,7300,386
2017-06-22,86406,1700,107
2017-06-21,89067,2000,322
2017-06-20,103202,2300,593
2017-06-20,548562,21000,927
2017-06-19,107841,2300,252
2017-06-16,653259,18000,396
2017-06-15,48749,959,130
2017-06-14,68158,1700,212
2017-06-13,1564475,61000,6677
2017-06-12,127960,2600,951
2017-06-09,436807,8800,1007
2017-06-08,343981,4600,702
2017-06-07,258365,7000,255
2017-06-06,119135,3300,287
2017-06-05,87029,1600,83
2017-05-31,745586,26000,796
2017-05-30,74222,1700,48
2017-05-29,84499,2000,98
2017-05-26,271348,6200,180
2017-05-25,128802,1700,614
2017-05-24,92412,2000,225
2017-05-23,47478,940,69
2017-05-22,1264837,11000,917
2017-05-19,2531327,44000,2555
2017-05-19,130891,2100,313
2017-05-18,4126550,137000,8216
2017-05-18,513928,8300,911
2017-05-17,110024,3500,253
2017-05-16,162632,5000,283
2017-05-16,184860,7000,1525
2017-05-12,145750,3400,205
2017-05-11,8494249,250000,9540
2017-05-11,1057245,31000,711
2017-05-11,39864,1600,184
2017-05-09,51348,1800,97
2017-05-08,47110,1000,82
2017-05-05,223037,3900,147
2017-05-04,97272,2000,107
2017-05-03,23384534,364000,25094
2017-05-02,234103,5100,775
2017-05-01,85209,1600,305
2017-04-29,3302272,109000,8228
2017-04-27,41760,692,206
2017-04-26,1063946,23000,2967
2017-04-26,363715,6300,226
2017-04-26,37364,539,99
2017-04-24,108318,3600,230
2017-04-22,190703,2800,488
2017-04-20,137356,3400,248
2017-04-19,113062,2200,299
2017-04-18,143316,3900,222
2017-04-17,225321,5600,331
2017-04-14,65171,1700,325
2017-04-13,51852,1200,73
2017-04-12,159184,4100,164
2017-04-11,60139,1800,94
2017-04-10,617278,11000,1064
2017-04-07,51474,1100,76
2017-04-06,70009,1000,362
2017-04-04,70137,1600,119
2017-04-03,248178,14000,1056
2017-03-31,232335,7000,381
2017-03-30,64071,1300,674
2017-03-30,193112,3700,646
2017-03-28,147540,4900,305
2017-03-27,785236,19000,3410
2017-03-27,331101,5800,218
2017-03-24,74325,1700,50
2017-03-23,153904,2900,94
2017-03-22,126604,4300,250
2017-03-21,110694,2200,1131
2017-03-20,76518,1900,286
2017-03-17,71661,1200,63
2017-03-16,149295,2300,357
2017-03-15,132252,3300,323
2017-03-13,255839,5400,1231
2017-03-10,85231,2100,209
2017-03-10,98074,2400,330
2017-03-10,1597334,17000,640
2017-03-06,6447788,190000,17344
2017-03-02,939784,29000,1147
2017-03-01,86623,2000,144
2017-03-01,5425316,125000,9388
2017-02-25,125936,3400,207
2017-02-23,504903,13000,300
2017-02-22,400967,8000,280
2017-02-22,1517483,29000,5013
2017-02-20,81549,2000,181
2017-02-17,102513,1700,142
2017-02-15,267954,3800,312
2017-02-14,255734,7100,281
2017-02-10,366746,5500,1121
2017-02-09,217208,4700,502
2017-02-08,76662,1000,105
2017-02-07,7036328,159000,2222
2017-02-06,445853,7200,1235
2017-02-03,104613,2500,91
2017-02-03,95258,2900,180
2017-02-01,134576,3800,144
2017-01-31,464945,7700,462
2017-01-30,150187,2500,209
2017-01-27,288470,5200,236
2017-01-27,841542,27000,2441
2017-01-25,73660,1800,422
2017-01-24,3385754,86000,2640
2017-01-23,107896,2200,1637
2017-01-20,102866,3000,232
2017-01-19,111256,2600,274
2017-01-18,790045,26000,2965
2017-01-17,108690,2300,685
2017-01-14,200653,3900,518
2017-01-12,322059,6200,484
2017-01-11,67736,1500,65
2017-01-10,71950,1100,268
2017-01-09,131995,3700,145
2017-01-07,5123616,230000,5314
2017-01-05,134929,2300,465
2017-01-04,213361,4800,790
2017-01-03,134439,2500,121
2016-12-23,75145,1200,110
2016-12-22,95975,2500,841
2016-12-21,240735,4900,285
2016-12-20,419665,4600,7668
2016-12-19,121815,3600,1089
2016-12-16,794242,15000,315
2016-12-15,1141714,24000,1570
2016-12-15,87292,3000,1031
2016-12-13,1473883,41000,1617
2016-12-12,141736,3000,178
2016-12-09,119813,2900,107
2016-12-08,2285582,33000,5741
2016-12-06,81805,2000,188
2016-12-05,999670,49000,8549
2016-12-03,138680,3000,191
2016-12-02,51360,1100,690
2016-12-01,89712,1600,95
2016-11-29,49864,703,103
2016-11-29,468245,12000,1621
2016-11-23,165409,2200,633
2016-11-22,145157,2100,135
2016-11-22,214139,4700,301
2016-11-18,65790,785,75
2016-11-17,113297,3200,132
2016-11-16,86271,1200,232
2016-11-15,2405231,38000,3994
2016-11-14,1026618,21000,3008
2016-11-11,164521,3300,228
2016-11-11,172077,1900,204
2016-11-08,331613,6100,853
2016-11-07,156294,2600,164
2016-11-04,119745,3600,629
2016-11-03,333952,3000,95
2016-11-02,103365,1800,159
2016-11-01,127178,2700,119
2016-10-31,111687,3000,604
2016-10-28,1591654,32000,1701
2016-10-27,588428,18000,401
2016-10-26,61389,1400,185
2016-10-25,82772,1100,524
2016-10-24,832272,13000,823
2016-10-20,182631,2700,201
2016-10-19,3447449,76000,10235
2016-10-18,132846,3400,159
2016-10-17,295477,6300,657
2016-10-14,62281,1100,172
2016-10-13,92092,1500,128
2016-10-12,96035,2700,174
2016-10-11,183999,2600,375
2016-10-10,97464,1600,453
2016-10-07,311125,6000,620
2016-10-06,230810,7700,179
2016-10-05,531284,21000,4205
2016-10-04,2595135,67000,1705
2016-10-03,373993,5500,693
2016-09-30,107271,2300,124
2016-09-29,262085,3900,335
2016-09-28,204461,2800,288
2016-09-26,1989779,73000,3448
2016-09-24,61828,1200,207
2016-09-24,593917,9400,630
2016-09-22,119861,5200,748
2016-09-21,68569,1100,411
2016-09-19,116318,2500,72
2016-09-16,4398049,75000,22923
2016-09-15,88678,1000,162
2016-09-14,84241,1400,105
2016-09-14,461338,5400,626
2016-09-12,96017,2200,270
2016-09-09,61520,691,88
2016-09-08,114075,1300,149
2016-09-07,352059,4300,522
2016-09-06,171943,3800,418
2016-09-04,381700,7400,373
2016-09-03,86762,2000,327
2016-09-03,320095,4000,349
2016-09-01,248556,3500,109
2016-08-31,474247,7000,692
2016-08-30,1944534,44000,2151
2016-08-29,141136,2800,134
2016-08-26,107220,2400,192
2016-08-25,116146,2700,95
2016-08-25,97049,2200,185
2016-08-23,1823389,103000,2158
2016-08-22,2123366,67000,2182
2016-08-20,121204,2600,170
2016-08-17,279620,5400,415
2016-08-16,107824,1800,138
2016-08-15,193502,4700,356
2016-08-12,1815658,25000,8565
2016-08-11,122618,1700,326
2016-08-10,304283,4000,159
2016-08-09,73260,1700,89
2016-08-08,1893494,48000,2354
2016-07-22,422273,9100,464
2016-07-21,152464,3500,115
2016-07-20,245537,5400,389
2016-07-19,9488306,234000,3934
2016-07-15,71710,1400,143
2016-07-14,263309,6800,304
2016-07-13,68193,1500,87
2016-07-11,115883,3000,195
2016-07-08,126202,2600,130
2016-07-07,142301,4300,251
2016-07-06,153781,3700,487
2016-07-05,156687,3200,1338
2016-07-02,221534,6500,847
2016-06-30,1215488,21000,2080
2016-06-29,97548,2200,106
2016-06-29,615287,14000,1001
2016-06-28,194554,5100,313
2016-06-27,131970,3100,150
2016-06-25,87279,1100,100
2016-06-23,79458,1600,284
2016-06-22,100990,1300,114
2016-06-21,10461298,311000,9431
2016-06-20,82083,1300,189
2016-06-18,254492,5600,228
2016-06-17,776451,11000,505
2016-06-15,488557,13000,584
2016-06-14,104194,2400,125
2016-06-11,528077,15000,1064
2016-06-09,126556,2200,303
2016-06-08,10417185,252000,18864
2016-06-07,107339,2300,171
2016-06-06,64083,1800,376
2016-06-03,229677,3200,169
2016-06-02,459992,9700,1640
2016-06-01,182806,3700,225
2016-05-31,110928,1700,352
2016-05-27,135563,2900,221
2016-05-26,125110,1200,69
2016-05-25,85275,2100,116
2016-05-24,269273,7200,335
2016-05-23,62247,969,318
2016-05-20,84250,2400,877
2016-05-19,114627,3700,124
2016-05-18,161842,2300,236
2016-05-17,704475,17000,2086
2016-05-16,310679,5100,331
2016-05-13,143322,3500,234
2016-05-12,188805,2100,106
2016-05-11,239299,3300,579
2016-05-10,72582,1200,126
2016-05-09,318132,5100,213
2016-05-06,141352,2400,293
2016-05-05,5554227,96000,18215
2016-05-04,378351,7200,723
2016-05-03,4691007,112000,4778
2016-05-02,133962,2600,434
2016-04-29,5704154,68000,10910
2016-04-28,716031,17000,447
2016-04-27,237556,4900,511
2016-04-26,9176921,228000,5791
2016-04-25,83841,952,155
2016-04-22,228742,2800,116
2016-04-21,185131,4400,547
2016-04-20,97230,2200,1295
2016-04-19,2374525,43000,626
2016-04-19,346046,9300,523
2016-04-18,2045198,23000,2519
2016-04-15,71530,1900,174
2016-04-14,763734,14000,1716
2016-04-13,183269,2800,187
2016-04-11,370805,5300,516
2016-04-08,145445,2600,772
2016-04-07,111651,2200,1212
2016-04-06,47561789,1600000,76779
2016-04-05,445859,8400,343
2016-04-04,136242,3800,319
2016-04-01,3208018,126000,8210
2016-03-31,140536,3300,118
2016-03-30,125284,1500,104
2016-03-28,1133992,26000,1553
2016-03-25,240245,3300,439
2016-03-24,136770,3100,903
2016-03-23,179911,4200,254
2016-03-22,150424,1700,163
2016-03-21,138481,4300,137
2016-03-18,189991,4800,2786
2016-03-17,65978,787,557
2016-03-16,97710,1300,88
2016-03-16,4810905,183000,15182
2016-03-14,345066,7400,1295
2016-03-12,8429203,131000,5588
2016-03-10,740912,10000,1132
2016-03-09,1547189,41000,1589
2016-03-08,12323256,319000,4834
2016-03-07,790940,17000,1118
2016-03-05,137058,2500,938
2016-03-03,110212,2200,397
2016-03-02,93109,2300,153
2016-03-01,233258,5100,375
2016-02-29,84232,901,530
2016-02-27,72092,1300,164
2016-02-25,76882,1200,77
2016-02-24,10879271,207000,4482
2016-02-24,463962,11000,558
2016-02-24,228765,4400,229
2016-02-19,305139,4800,436
2016-02-18,806174,10000,487
2016-02-18,70230,2000,182
2016-02-17,480739,9600,450
2016-02-15,1143159,30000,4677
2016-02-11,73497,2100,108
2016-02-10,84038,1700,272
2016-02-09,187953,3900,596
2016-02-08,464732,6900,332
2016-02-05,761965,16000,386
2016-02-04,407135,7700,639
2016-02-03,137470,3400,378
2016-02-02,288376,6000,133
2016-01-29,83583,1000,116
2016-01-28,107608,2600,377
2016-01-27,117850,2000,84
2016-01-26,639258,10000,1154
2016-01-25,22579115,419000,10765
2016-01-22,209670,3500,141
2016-01-21,148128,2200,131
2016-01-20,56063,1100,639
2016-01-19,1986999,27000,1321
2016-01-15,97009,983,164
2016-01-14,167494,4800,717
2016-01-13,154882,3300,357
2016-01-12,3487625,61000,1313
2016-01-11,477538,2500,171
2016-01-08,206186,2500,192
2016-01-08,61726,997,358
2016-01-06,221860,4900,210
