date,views,likes,comments
2016-01-05,77940,1300,70
2016-01-04,132855,3100,560
2015-12-23,127125,2300,127
2015-12-22,1981263,44000,6741
2015-12-21,661568,10000,361
2015-12-21,154879,3900,204
2015-12-18,6568270,64000,9140
2015-12-17,244389,7100,662
2015-12-16,50035,931,221
2015-12-15,78530,791,100
2015-12-11,464546,10000,652
2015-12-10,43225,532,111
2015-12-08,75321,1200,703
2015-12-07,130552,2800,147
2015-12-04,1036436,43000,3758
2015-12-03,154437,2800,222
2015-12-02,1295884,25000,1339
2015-12-01,106355,1600,142
2015-11-30,121901,2400,491
2015-11-23,12998407,152000,2957
2015-11-20,73767,1100,96
2015-11-19,573406,22000,545
2015-11-18,142661,2700,89
2015-11-17,105236,1500,140
2015-11-17,128541,1800,85
2015-11-14,158230,1900,184
2015-11-12,1535933,28000,2642
2015-11-10,192531,3600,191
2015-11-09,3169777,55000,5817
2015-11-06,175223,3200,356
2015-11-05,186588,3600,476
2015-11-05,725729,11000,357
2015-11-03,1206525,17000,1283
2015-11-02,69989,1000,36
2015-10-30,5976325,116000,5266
2015-10-29,681575,14000,599
2015-10-28,265288,5000,324
2015-10-27,119308,1400,541
2015-10-26,1483132,46000,1864
2015-10-23,312079,7900,400
2015-10-22,82051,1500,97
2015-10-20,355352,6300,443
2015-10-16,1015950,14000,2505
2015-10-15,33582,382,33
2015-10-14,145664,2100,418
2015-10-13,86369,714,281
2015-10-12,123330,4300,379
2015-10-09,996487,11000,314
2015-10-08,720903,7000,231
2015-10-06,712698,14000,2108
2015-10-06,188742,3300,283
2015-10-02,159425,2300,266
2015-10-02,52850,608,289
2015-10-01,9657005,161000,6436
2015-09-30,423229,6500,571
2015-09-28,274883,4300,569
2015-09-25,2303430,29000,1270
2015-09-24,3890966,59000,3175
2015-09-23,74494,1100,940
2015-09-22,117284,2000,293
2015-09-21,293445,3300,243
2015-09-19,114456,1200,58
2015-09-17,56211,1000,669
2015-09-16,994573,19000,1206
2015-09-15,566413,10000,372
2015-09-15,909868,28000,540
2015-09-14,1065080,13000,1981
2015-09-11,251446,3800,1397
2015-09-10,191869,2900,139
2015-09-08,372561,9700,663
2015-08-14,184715,1500,267
2015-08-11,636021,8200,4704
2015-08-10,346321,3600,668
2015-07-24,3181069,88000,4268
2015-07-23,119636,2300,73
2015-07-22,2008639,71000,1828
2015-07-21,3720750,107000,20435
2015-07-21,64588,1100,61
2015-07-20,2862109,95000,6644
2015-07-20,12797,163,7
2015-07-20,39401,484,17
2015-07-18,19368,161,26
2015-07-18,32012,503,42
2015-07-18,26936,367,16
2015-07-18,32376,435,46
2015-07-18,23812,338,57
2015-07-18,63338,976,42
2015-07-18,9334,73,2
2015-07-18,42565,840,64
2015-07-18,14411,218,11
2015-07-18,14436,164,13
2015-07-18,9459,81,4
2015-07-18,18471,185,19
2015-07-18,39125,1000,84
2015-07-18,19627,332,8
2015-07-18,28211,334,7
2015-07-18,12576,150,4
2015-07-18,13643,234,5
2015-07-17,82578,1000,182
2015-07-16,41892,550,30
2015-07-15,72421,1400,43
2015-07-15,9992,168,9
2015-07-15,33045,412,93
2015-07-15,8383,123,8
2015-07-15,169612,2700,113
2015-07-15,15178,188,9
2015-07-15,60855,1000,26
2015-07-15,28610,532,43
2015-07-15,38878,500,9
2015-07-15,90117,2200,61
2015-07-15,90202,1200,77
2015-07-15,26952,309,48
2015-07-15,30702,455,27
2015-07-15,21813,417,13
2015-07-15,46547,890,23
2015-07-15,12082,134,5
2015-07-15,19742,194,8
2015-07-15,14471,170,13
2015-07-15,12830,157,4
2015-07-15,13884,220,34
2015-07-15,53676,615,78
2015-07-15,46443,290,19
2015-07-15,17324,218,22
2015-07-15,7919,125,7
2015-07-15,10849,174,7
2015-07-15,14230,166,8
2015-07-15,6744,93,5
2015-07-15,17279,232,4
2015-07-15,5699,70,2
2015-07-15,12514,120,4
2015-07-15,80196,1300,48
2015-07-15,11103,148,12
2015-07-14,224628,3300,1960
2015-07-13,308472,4800,219
2015-07-10,112986,1700,290
2015-07-09,9829207,245000,14959
2015-07-07,129947,2600,146
2015-07-06,1055812,13000,522
2015-07-02,80498,1100,289
2015-07-01,92561,1500,103
2015-06-30,181244,4700,1079
2015-06-29,357910,5500,395
2015-06-26,819844,10000,804
2015-06-25,272602,4700,760
2015-06-23,376935,9600,219
2015-06-22,361742,9600,1351
2015-06-19,726458,8300,838
2015-06-19,38850,396,158
2015-06-17,176145,4200,494
2015-06-16,474870,5800,240
2015-06-15,112022,1800,160
2015-06-13,212690,8200,388
2015-06-12,1674439,34000,3579
2015-06-10,162739,2400,155
2015-06-09,3537507,92000,4238
2015-06-05,387194,6900,329
2015-06-05,142354,3100,302
2015-06-03,1659768,37000,743
2015-06-02,194863,2800,179
2015-06-02,4912795,112000,2503
2015-05-30,239024,5000,210
2015-05-28,104520,2000,179
2015-05-27,689911,14000,2210
2015-05-26,88283,1800,128
2015-05-22,408636,6700,182
2015-05-21,11959185,201000,11226
2015-05-20,102169,2200,516
2015-05-19,111829,2100,99
2015-05-18,150009,4400,784
2015-05-16,82479,1400,359
2015-05-14,4879444,110000,7412
2015-05-12,3047482,52000,1904
2015-05-11,910665,5600,266
2015-05-08,84357,1100,75
2015-05-07,55709,1300,44
2015-05-06,114612,1700,179
2015-05-05,196935,4800,242
2015-05-04,323288,5800,1363
2015-05-01,241176,4300,554
2015-04-30,915224,10000,301
2015-04-28,9843780,353000,12169
2015-04-27,2484336,36000,4832
2015-04-24,110579,2100,220
2015-04-23,409376,9500,521
2015-04-22,162021,2700,142
2015-04-21,69527,1400,70
2015-04-21,296709,5300,873
2015-04-20,75603,1300,142
2015-04-16,296091,3700,769
2015-04-15,1288349,14000,343
2015-04-13,163317,3900,201
2015-04-10,57583,614,31
2015-04-09,55422,1200,112
2015-04-08,244744,4100,431
2015-04-07,169927,3600,137
2015-04-06,477711,9900,420
2015-04-03,36479188,729000,127586
2015-04-03,114326,1900,120
2015-04-01,2696202,35000,8200
2015-03-31,393907,7600,367
2015-03-30,77817,1300,155
2015-03-27,163009,3200,173
2015-03-26,117608,1900,82
2015-03-25,172042,2900,117
2015-03-24,518357,13000,882
2015-03-23,1014101,20000,1111
2015-03-20,2331328,40000,1793
2015-03-18,1525959,55000,2720
2015-03-17,385593,2600,410
2015-03-16,96352,2300,127
2015-03-13,190301,2000,68
2015-03-12,163875,1900,266
2015-03-11,181120,3300,292
2015-03-10,1930518,37000,1422
2015-03-09,35421,603,68
2015-03-06,36264,446,184
2015-03-06,334480,5700,408
2015-03-04,308075,7200,143
2015-03-03,194139,3500,187
2015-03-02,66630,940,228
2015-02-27,501250,5900,404
2015-02-26,75585,1100,58
2015-02-25,55646,572,406
2015-02-25,88437,1700,296
2015-02-23,353815,5200,157
2015-02-20,88335,2200,190
2015-02-19,77577,729,77
2015-02-18,94317,1200,56
2015-02-17,4858566,135000,7428
2015-02-16,4389648,172000,3068
2015-02-13,1089061,20000,756
2015-02-12,184224,2500,161
2015-02-10,386454,6500,195
2015-02-10,48336,644,67
2015-02-07,146427,2400,113
2015-02-05,759949,8700,165
2015-02-03,39226,359,140
2015-02-03,2323496,65000,3553
2015-02-03,118679,1400,99
2015-01-30,113742,3100,583
2015-01-29,81175,2000,252
2015-01-27,44764,378,79
2015-01-26,137806,3300,304
2015-01-23,611371,11000,874
2015-01-22,45270,759,38
2015-01-22,276029,4100,269
2015-01-20,252390,4500,258
2015-01-16,63014,907,39
2015-01-15,50225,681,52
2015-01-13,75412,1000,89
2015-01-12,185137,2500,62
2015-01-09,65889,772,32
2015-01-08,60218,1000,42
2015-01-07,115590,1500,68
2015-01-06,138492,2000,51
2015-01-05,86395,1200,63
2014-12-23,306984,6200,249
2014-12-23,197587,3200,228
2014-12-20,57386,972,44
2014-12-18,127241,1300,87
2014-12-17,4857388,98000,2043
2014-12-16,568389,7800,758
2014-12-16,443675,5100,385
2014-12-12,73738,671,45
2014-12-11,126739,1700,473
2014-12-10,259555,4100,298
2014-12-09,46000,714,267
2014-12-08,85165,1100,56
2014-12-05,92936,864,185
2014-12-04,275145,7800,471
2014-12-03,185037,2100,221
2014-12-02,79179,942,42
2014-12-01,114566,2000,106
2014-11-26,316456,4700,141
2014-11-26,490076,5200,394
2014-11-24,227369,4500,296
2014-11-21,725179,12000,1316
2014-11-20,193247,4000,333
2014-11-20,82148,873,82
2014-11-17,331014,2000,64
2014-11-14,78021,816,71
2014-11-13,584769,13000,1421
2014-11-12,289849,7200,643
2014-11-11,119858,2000,198
2014-11-10,101676,1300,176
2014-11-07,188756,3300,133
2014-11-06,605068,12000,242
2014-11-05,122849,1200,36
2014-11-05,69200,939,63
2014-11-03,84097,981,115
2014-10-31,147648,1500,72
2014-10-30,57292,771,53
2014-10-29,376407,1300,83
2014-10-28,112223,1100,110
2014-10-27,149545,2800,187
2014-10-24,162860,2600,97
2014-10-23,98114,1300,80
2014-10-22,96494,1200,109
2014-10-21,222080,4200,451
2014-10-20,131297,994,86
2014-10-17,86358,925,112
2014-10-16,138398,1800,279
2014-10-15,129397,2500,117
2014-10-14,140376,1300,130
2014-10-13,1566693,21000,772
2014-10-10,765228,17000,1010
2014-10-09,87387,1300,108
2014-10-09,108432,2300,256
2014-10-06,387810,4600,640
2014-10-03,119510,1300,80
2014-10-03,153068,3300,133
2014-10-01,78530,1300,255
2014-09-30,264771,1800,177
2014-09-30,54149,925,73
2014-09-26,182759,3200,149
2014-09-25,288210,4000,236
2014-09-24,96922,2000,158
2014-09-23,457178,4400,147
2014-09-22,81283,1200,104
2014-09-19,130145,1100,88
2014-09-18,255134,3100,235
2014-09-17,292505,6800,200
2014-09-16,83082,1300,61
2014-09-15,161299,2000,101
2014-09-12,108334,2100,151
2014-09-12,2724055,44000,1817
2014-09-10,67556,841,67
2014-09-09,3296545,96000,4519
2014-09-05,97599,787,66
2014-09-04,277454,6700,287
2014-09-04,390774,4900,191
2014-09-02,7239684,79000,23743
2014-08-29,162931,1700,268
2014-08-28,146754,1800,262
2014-08-27,121817,1600,444
2014-08-26,50351,791,81
2014-08-25,144665,2000,249
2014-08-22,58405,735,57
2014-08-21,250230,2600,187
2014-08-20,121805,1800,103
2014-08-19,58779,747,40
2014-08-18,138976,1900,180
2014-08-15,1819654,35000,750
2014-08-15,559091,8500,548
2014-08-13,71195,1000,53
2014-08-12,1165900,30000,7240
2014-08-11,109090,1800,90
2014-08-08,226517,4000,145
2014-08-07,62494,1100,56
2014-08-06,125054,1600,240
2014-08-05,192960,2900,142
2014-08-04,4862754,5500,591
2014-07-18,1530265,51000,1749
2014-07-17,385454,6400,330
2014-07-16,50490,548,31
2014-07-15,131777,3000,108
2014-07-14,1185602,15000,3890
2014-07-11,170128,2900,353
2014-07-10,149490,2000,449
2014-07-09,105507,1100,143
2014-07-08,287994,3000,188
2014-07-04,1444997,35000,3775
2014-07-03,160942,2300,178
2014-07-02,5051853,87000,12698
2014-07-01,66947,845,68
2014-06-30,155154,1800,261
2014-06-27,33137646,645000,9421
2014-06-26,101286,1900,140
2014-06-26,181776,3200,602
2014-06-24,130855,1500,158
2014-06-23,143572,2900,230
2014-06-20,185835,1600,86
2014-06-19,1239824,19000,1098
2014-06-18,1491891,31000,1066
2014-06-17,206394,3100,252
2014-06-16,140492,1300,503
2014-06-13,100170,1400,75
2014-06-12,135554,2300,89
2014-06-11,90878,2600,208
2014-06-10,962693,21000,703
2014-06-09,1228667,19000,948
2014-06-07,83458,1400,224
2014-06-06,79435,1200,87
2014-06-04,247858,3300,412
2014-06-03,712187,11000,226
2014-06-02,478524,8100,887
2014-05-30,957264,17000,1246
2014-05-29,60163,815,47
2014-05-28,185953,1800,141
2014-05-27,89079,1200,50
2014-05-23,2683800,76000,5284
2014-05-23,235184,4400,309
2014-05-22,124058,1200,164
2014-05-21,2781932,63000,2052
2014-05-20,80918,989,94
2014-05-19,7218723,116000,1958
2014-05-16,264863,4700,330
2014-05-15,271649,3300,121
2014-05-13,75646,1000,58
2014-05-12,142093,2000,200
2014-05-09,3358628,58000,2822
2014-05-08,904207,20000,545
2014-05-07,97745,1200,135
2014-05-06,2151269,35000,1857
2014-05-05,932677,10000,739
2014-05-02,243543,3900,318
2014-05-01,156898,1800,469
2014-04-30,105299,2100,81
2014-04-29,6684714,136000,5863
2014-04-28,2156872,23000,4804
2014-04-25,1256570,23000,384
2014-04-24,110957,2400,97
2014-04-24,82751,1700,74
2014-04-23,386572,2800,292
2014-04-22,382762,8000,684
2014-04-21,274057,2700,79
2014-04-18,159024,2700,103
2014-04-18,263219,4800,114
2014-04-18,326493,3400,142
2014-04-17,146189,2700,220
2014-04-16,125507,2800,280
2014-04-15,277008,2300,188
2014-04-14,217807,2500,188
2014-04-11,119441,1300,373
2014-04-10,90233,1500,57
2014-04-09,4201323,45000,1564
2014-04-08,344130,4600,196
2014-04-07,470102,10000,254
2014-04-04,98195,1700,252
2014-04-03,342520,3500,274
2014-04-02,2905053,32000,4627
2014-04-01,185858,2500,368
2014-04-01,64199,1100,57
2014-03-31,1017756,11000,1275
2014-03-29,13186167,225000,12901
2014-03-27,95035,1500,222
2014-03-26,274182,7000,336
2014-03-26,102498,1500,160
2014-03-24,835931,18000,962
2014-03-22,990785,11000,882
2014-03-21,235387,1200,1271
2014-03-20,45566,659,94
2014-03-19,9188622,259000,11821
2014-03-19,3283557,47000,4713
2014-03-18,182221,2200,150
2014-03-18,143027,3200,457
2014-03-14,175165,1700,152
2014-03-13,137022,2100,168
2014-03-12,163191,1800,241
2014-03-10,110175,2200,135
2014-03-07,780383,24000,1096
2014-03-06,64753,451,111
2014-03-06,126494,2300,202
2014-03-03,75669,1200,152
2014-02-28,82651,1000,80
2014-02-26,58633,512,349
2014-02-24,274478,4800,459
2014-02-21,226970,3200,100
2014-02-20,375635,6400,532
2014-02-20,89855,416,30
2014-02-19,1184302,8200,314
2014-02-18,103033,1200,47
2014-02-14,447967,4000,153
2014-02-13,99653,1300,119
2014-02-12,140580,1500,107
2014-02-11,258532,3200,273
2014-02-10,94761,1700,207
2014-02-07,98116,2100,70
2014-02-06,194541,3100,476
2014-02-05,47322,490,42
2014-02-04,58806,612,37
2014-02-03,104880,787,178
2014-01-31,221033,3200,246
2014-01-30,119229,1400,71
2014-01-28,182359,1800,129
2014-01-27,548965,8100,536
2014-01-25,547303,5200,213
2014-01-23,434976,4500,192
2014-01-22,67587,656,111
2014-01-22,305795,2500,251
2014-01-17,1549054,11000,843
2014-01-16,82401,662,58
2014-01-16,332774,3100,299
2014-01-14,147924,2800,272
2014-01-13,165053,1200,145
2014-01-10,169945,1800,130
2014-01-09,77226,725,87
2014-01-08,644417,8000,587
2014-01-07,46802,761,89
2014-01-06,132618,1700,519
2014-01-03,6338873,80000,3443
2014-01-02,146482,2000,110
2013-12-23,1734876,25000,703
2013-12-20,653943,8700,888
2013-12-19,278798,2400,192
2013-12-18,5786431,202000,9445
2013-12-17,134372,1000,103
2013-12-16,51006,360,145
2013-12-13,242913,2800,156
2013-12-12,730014,10000,1733
2013-12-12,81870,1300,142
2013-12-10,264750,8800,216
2013-12-09,213349,3100,144
2013-12-06,137320,1700,306
2013-12-05,254162,1500,56
2013-12-04,186691,3000,398
2013-12-03,288614,5500,337
2013-12-02,75868,659,37
2013-11-27,3084853,44000,1688
2013-11-26,638338,15000,1049
2013-11-25,115785,1300,110
2013-11-22,565626,6300,242
2013-11-21,152884,1900,212
2013-11-20,177808,1900,124
2013-11-19,76279,1200,129
2013-11-18,77692,1000,56
2013-11-15,153388,1100,149
2013-11-14,89884,1300,108
2013-11-14,55116,755,32
2013-11-12,107346,1600,70
2013-11-11,560871,8700,1893
2013-11-08,4918589,101000,3183
2013-11-07,391471,8200,844
2013-11-06,79546,1600,117
2013-11-05,412573,2200,259
2013-11-04,665589,6800,597
2013-11-01,1040293,10000,592
2013-10-31,66419,1000,147
2013-10-30,155789,1200,183
2013-10-29,61264,1000,152
2013-10-28,153245,2500,578
2013-10-25,81140,853,78
2013-10-24,982992,13000,1457
2013-10-23,181136,3000,175
2013-10-22,97634,1000,253
2013-10-22,174192,2100,228
2013-10-18,939324,7700,521
2013-10-18,194577,2700,167
2013-10-16,174592,2300,121
2013-10-15,188966,1000,163
2013-10-14,309446,6000,398
2013-10-11,83769,591,45
2013-10-10,172151,2200,366
2013-10-09,61668,847,226
2013-10-08,96325,1300,107
2013-10-07,485843,10000,880
2013-10-07,747342,8000,608
2013-10-04,146973,1600,306
2013-10-03,209403,2700,227
2013-10-01,114637,1000,309
2013-09-30,4363686,51000,14514
2013-09-28,1043963,26000,1621
2013-09-26,2978544,47000,5141
2013-09-25,243283,1800,217
2013-09-24,1081932,16000,1143
2013-09-23,1945308,29000,2020
2013-09-20,107687,1200,301
2013-09-19,260215,5500,850
2013-09-18,69031,1100,100
2013-09-17,547656,8600,979
2013-09-16,382212,5800,419
2013-09-13,24889912,495000,12586
2013-09-12,166183,1700,231
2013-09-11,75312,1300,121
2013-09-10,51303,641,93
2013-09-09,221916,4700,453
2013-09-05,403505,5000,1989
2013-09-04,12938249,208000,4429
2013-09-03,278922,5000,327
2013-08-16,4044320,1700,145
2013-08-15,121450,1800,284
2013-08-14,2665658,35000,2023
2013-08-14,322862,5600,220
2013-08-12,158382,2900,320
2013-08-10,127002,2300,227
2013-08-08,2235021,38000,2239
2013-08-07,103446,2100,393
2013-08-06,477830,12000,427
2013-08-05,216511,2800,358
2013-08-02,1563165,25000,1467
2013-08-01,76814,1000,73
2013-07-31,149105,1300,115
2013-07-30,137883,2000,170
2013-07-29,122937,1200,217
2013-07-26,159974,2600,182
2013-07-25,103592,1400,315
2013-07-24,116122,1500,125
2013-07-22,187507,2800,591
2013-07-19,32442100,726000,19262
2013-07-17,308244,5000,212
2013-07-16,112419,1900,118
2013-07-15,153414,3100,165
2013-07-15,316413,3600,598
2013-07-11,439493,5400,640
2013-07-10,74076,1200,291
2013-07-09,276227,4900,810
2013-07-08,881210,17000,2619
2013-07-05,7504544,53000,2365
2013-07-03,117958,3000,263
2013-07-02,57024,513,81
2013-07-01,947952,24000,10898
2013-06-28,190466,1800,371
2013-06-27,49284,969,225
2013-06-27,303314,3200,148
2013-06-25,2341820,46000,4964
2013-06-24,358133,8800,1674
2013-06-21,196761,1600,104
2013-06-21,1186521,12000,1043
2013-06-20,76060,1200,128
2013-06-19,1607002,49000,2412
2013-06-18,66656,845,107
2013-06-17,151576,1500,207
2013-06-14,353245,6000,1192
2013-06-13,73446,1700,390
2013-06-12,63253,820,505
2013-06-12,10506821,125000,4842
2013-06-07,81169,1200,114
2013-06-06,489384,10000,1130
2013-06-05,226227,3000,301
2013-06-04,116798,1800,141
2013-06-03,972331,18000,799
2013-05-31,2860320,97000,1351
2013-05-30,236239,2800,522
2013-05-29,304793,6300,2093
2013-05-28,104842,1800,196
2013-05-24,2851994,49000,2497
2013-05-23,269720,4900,239
2013-05-22,87236,1100,190
2013-05-21,559397,8800,300
2013-05-20,517315,9000,1032
2013-05-17,281059,2800,731
2013-05-16,213198,4200,217
2013-05-15,118324,1000,223
2013-05-14,122332,961,149
2013-05-13,3758375,81000,9592
2013-05-10,5991410,132000,6154
2013-05-09,9595418,124000,3743
2013-05-08,450259,7100,606
2013-05-08,62374,696,84
2013-05-08,241138,3500,100
2013-05-08,337654,3100,85
2013-05-08,2357154,48000,1156
2013-05-07,3098142,130000,5738
2013-05-06,31295,282,161
2013-05-03,5361034,68000,1350
2013-05-02,213153,2400,154
2013-04-30,1219567,19000,3276
2013-04-29,360763,2200,162
2013-04-26,683530,5200,461
2013-04-25,46214,641,273
2013-04-23,140289,2000,289
2013-04-23,127553,1200,604
2013-04-22,480023,8700,941
2013-04-19,13215497,133000,8329
2013-04-18,174016,3000,350
2013-04-17,197278,3700,423
2013-04-16,166806,1900,211
2013-04-15,165184,2500,229
2013-04-12,112476,1300,241
2013-04-11,104415,848,84
2013-04-10,929478,11000,329
2013-04-09,74608,1000,264
2013-04-08,88684,1600,130
2013-04-05,224849,3900,409
2013-04-04,1081711,10000,883
2013-04-03,279416,6500,810
2013-04-02,563974,5200,1014
2013-04-01,141318,2100,167
2013-03-28,181213,1800,146
2013-03-26,232071,2400,417
2013-03-25,48532,858,84
2013-03-22,354307,5600,395
2013-03-21,59649,1000,259
2013-03-20,19028206,586000,25538
2013-03-19,3699822,62000,3162
2013-03-18,125098,2000,317
2013-03-15,78350,1300,143
2013-03-14,236899,2800,726
2013-03-13,242605,4500,1034
2013-03-12,148412,2800,339
2013-03-11,898186,15000,1338
2013-03-08,3823687,103000,4225
2013-03-07,126188,2500,200
2013-03-06,1329931,35000,1845
2013-03-05,701662,9700,739
2013-03-05,5038403,140000,16722
2013-03-01,6030422,103000,4042
2013-03-01,57918,1100,365
2013-02-28,637258,10000,615
2013-02-27,127389,1300,190
2013-02-26,190778,2400,97
2013-02-22,296022,4100,428
2013-02-21,86169,1100,133
2013-02-20,150195,2300,436
2013-02-19,222227,3100,333
2013-02-18,232531,3700,589
2013-02-15,181613,4300,275
2013-02-14,5951080,107000,2123
2013-02-13,484246,5100,719
2013-02-12,70905,1000,156
2013-02-12,159796,1500,193
2013-02-11,159969,2700,262
2013-02-07,84833,853,272
2013-02-07,221207,4100,337
2013-02-05,553762,18000,1432
2013-02-04,34907,433,309
2013-01-31,141983,1400,224
2013-01-30,620305,16000,1297
2013-01-29,226791,2600,202
2013-01-28,56328,611,130
2013-01-26,3722420,62000,8052
2013-01-25,22278,291,66
2013-01-23,175468,2500,779
2013-01-22,67417,1000,173
2013-01-19,3259876,119000,9345
2013-01-17,81938,1100,80
2013-01-16,28350484,482000,25510
2013-01-15,176642,2900,276
2013-01-14,64738,888,96
2013-01-11,4393246,75000,1726
2013-01-10,43577,344,59
2013-01-10,113444,2500,148
2013-01-09,470417,4300,596
2013-01-07,66330,1300,190
2013-01-04,72223,748,79
2013-01-03,93000,1500,402
2013-01-02,379122,4200,420
2012-12-21,426796,7900,1691
2012-12-20,36169,575,164
2012-12-19,93983,1400,77
2012-12-18,131389,2200,247
2012-12-17,65514,666,88
2012-12-14,348616,3300,232
2012-12-13,76508,1000,87
2012-12-12,16927022,176000,7463
2012-12-11,162098,1800,152
2012-12-10,27446,350,86
2012-12-07,249114,3500,265
2012-12-06,122388,1400,233
2012-12-05,75490,938,161
2012-12-04,200719,3100,236
2012-12-03,44818,1000,521
2012-11-30,329535,3000,312
2012-11-29,73307,1200,94
2012-11-28,242883,4900,333
2012-11-27,229589,2500,488
2012-11-26,655302,11000,384
2012-11-22,1321366,8500,446
2012-11-20,463260,3900,486
2012-11-19,6609782,175000,21595
2012-11-16,31251,381,40
2012-11-15,49924,1100,176
2012-11-14,301003,4300,222
2012-11-13,545056,11000,556
2012-11-12,403589,2900,172
2012-11-09,86929,1100,114
2012-11-08,38561,578,92
2012-11-07,105480,1500,83
2012-11-06,29818,487,83
2012-11-05,739102,7000,621
2012-11-02,105843,1700,112
2012-10-30,28128,335,36
2012-10-29,72892,934,466
2012-10-26,275834,3900,287
2012-10-25,147081,1800,180
2012-10-24,68973,1200,124
2012-10-23,107150,1500,208
2012-10-22,161420,1200,161
2012-10-19,38797,723,108
2012-10-18,214777,4400,675
2012-10-16,29040,532,74
2012-10-15,152266,1900,130
2012-10-13,33986,476,51
2012-10-11,343528,3300,488
2012-10-10,733182,15000,835
2012-10-10,166305,2700,110
2012-10-08,81276,845,67
2012-10-05,33188,449,39
2012-10-04,111442,3200,166
2012-10-03,35660,515,39
2012-10-03,46067,663,244
2012-10-02,104359,1700,128
2012-10-02,83939,861,343
2012-10-01,25282,632,33
2012-10-01,21059115,330000,9040
2012-10-01,57868,562,72
2012-09-28,285270,3600,453
2012-09-28,185590,3400,277
2012-09-28,82587,1300,176
2012-09-28,185725,3500,411
2012-09-28,26058,464,103
2012-09-27,662537,9900,1013
2012-09-25,140148,3200,269
2012-09-24,157359,2500,925
2012-09-24,43530,519,70
2012-09-24,139187,1600,160
2012-09-24,127762,2500,170
2012-09-24,25931,451,52
2012-09-19,383204,5500,369
2012-09-18,161259,2900,148
2012-09-17,654152,4800,224
2012-09-17,271008,3700,210
2012-09-14,354936,5900,372
2012-09-13,87976,1100,192
2012-09-12,209172,3000,485
2012-09-11,246735,2300,192
2012-09-10,190375,2200,298
2012-09-07,78988,1100,100
2012-09-06,59028,1000,132
2012-09-05,91784,1200,122
2012-09-04,650471,8700,791
2012-08-17,243763,3300,179
2012-08-16,82533,1600,116
2012-08-15,23158804,448000,23597
2012-08-14,46748,544,56
2012-08-13,51899,1100,135
2012-08-10,396827,7700,385
2012-08-09,186643,2700,187
2012-08-07,104622,1000,70
2012-08-06,470634,5100,247
2012-08-05,257366,2800,442
2012-08-03,4662130,54000,6100
2012-08-02,71799,1300,80
2012-08-01,622986,8800,641
2012-07-31,129976,2400,201
2012-07-30,312907,5200,1408
2012-07-27,170506,3000,304
2012-07-27,3166934,52000,3307
2012-07-26,223808,2500,229
2012-07-25,139003,2200,303
2012-07-24,53628,790,325
2012-07-21,729502,13000,911
2012-07-20,228301,2000,197
2012-07-19,42021,444,78
2012-07-18,62379,615,110
2012-07-17,93835,1800,170
2012-07-14,40906,801,112
2012-07-13,205442,2400,899
2012-07-12,62278,829,123
2012-07-10,1069137,17000,1299
2012-07-07,38385,548,129
2012-07-07,3359850,46000,1394
2012-07-06,67486,1400,156
2012-07-04,112446,1700,262
2012-07-03,720627,10000,1088
2012-07-02,1044851,15000,920
2012-06-28,111365,2100,200
2012-06-27,716400,7500,263
2012-06-27,61445,1400,134
2012-06-26,218329,5500,620
2012-06-23,44216,556,135
2012-06-20,334862,4600,318
2012-06-19,47375,636,103
2012-06-19,91011,1100,75
2012-06-19,2743492,38000,2941
2012-06-15,270777,6300,2232
2012-06-15,98893,1100,171
2012-06-14,45279,899,90
2012-06-13,131809,1400,411
2012-06-12,51938,1000,89
2012-06-09,92444,1100,210
2012-06-08,54793,1200,144
2012-06-07,658857,11000,868
2012-06-05,1204259,4700,628
2012-06-05,197071,4600,635
2012-06-02,385534,2600,224
2012-06-01,30963,419,83
2012-05-31,82875,1300,276
2012-05-29,104727,2700,293
2012-05-26,10012068,150000,10976
2012-05-25,42228,611,231
2012-05-24,135222,2500,163
2012-05-22,1567604,33000,2332
2012-05-21,43534,841,108
2012-05-19,192909,1000,253
2012-05-18,70217,866,158
2012-05-16,2088581,27000,732
2012-05-15,89751,996,129
2012-05-14,502806,5700,380
2012-05-11,186105,2000,180
2012-05-11,1561235,27000,949
2012-05-09,89661,1300,123
2012-05-08,65253,1000,97
2012-05-07,604785,9500,513
2012-05-04,959118,16000,467
2012-05-03,165519,2200,235
2012-05-02,43346,888,88
2012-05-02,136061,2200,311
2012-05-01,39582,347,190
2012-04-27,63657,693,167
2012-04-27,3837419,35000,1395
2012-04-27,241811,3300,155
2012-04-24,644533,5700,406
2012-04-24,4414753,60000,12415
2012-04-20,41949,551,43
2012-04-20,96273,758,205
2012-04-18,48049,540,123
2012-04-17,142365,3000,299
2012-04-16,390410,4300,188
2012-04-14,112000,1400,139
2012-04-12,92622,1500,150
2012-04-11,235647,3300,2302
2012-04-10,1774854,28000,1667
2012-04-09,663322,6500,250
2012-04-06,133367,1300,384
2012-04-05,88318,837,168
2012-04-04,943190,28000,1073
2012-04-04,1558949,23000,2840
2012-03-31,109787,921,84
2012-03-30,211701,2300,157
2012-03-28,185648,2600,287
2012-03-27,188341,2100,461
2012-03-26,750506,12000,1523
2012-03-23,283395,3000,153
2012-03-22,698390,6400,1811
2012-03-22,2366681,59000,1226
2012-03-21,58113,492,199
2012-03-19,95733,962,397
2012-03-16,5879186,87000,1784
2012-03-15,941764,16000,832
2012-03-14,300946,5400,895
2012-03-10,944725,7900,1215
2012-03-09,92900,1500,330
